,description,review.point,sentiment
1022,"Vanilla fudge; barley grist; fresh sea spray; berries; and nuts all integrated nicely. A gentle; comforting dram that accommodates many moods and situations. 
",87,1
1021,"The fresher of the two; with appetizing brine; honey; lemon rock candy; golden raisin; and peach. Subtle ginger; toasted marshmallow; and coconut round out the palate. Very bright and lively. 
",87,1
1020,"This is six year old; 40 ppm phenol (very smoky) whisky distilled at Bruichladdich; bottled at cask strength and enhanced in Madeira casks. A young whisky; but mature enough to say that it’s not too young. The immediate impact is damp peat smoke and smoldering charcoal. If you are patient and observant enough (and with an addition of water); you’ll coax notes of vanilla; berried fruit; pear; green apple; and underlying spice (fresh mint; anise); all leading to a briny; smoldering smoke finish. A cult whisky for those who like to push the envelope. When compared to its predecessor; PC5; PC6 is slightly darker in color; creamier; fruitier; and a shade softer. Given this; I still prefer the PC5 over the PC6 for its clarity and innocence.
",87,1
1019,"Bright gold color. Fresh; appetizing aroma of vanilla malt; honey; brine; and subtle tropical fruit. Light to medium in body and slightly oily in texture. Delicious; fresh; subtly complex flavors of vanilla malt; sea salt; subtle tropical fruit; and fresh herbs; finishing dry and lightly spicy.
   Style: Islay single malt Scotch whisky. Price: high $70s. Available nationwide. 
   Since the owners of Murray McDavid also control the Bruichladdich distillery; one would expect a good bottling. This is a good one indeed; and very exciting to drink. It is nicely matured; fresh; and deliciously appetizing-almost mouth-watering.",87,1
1018,"Aged in a sherry cask; and the sherry is clean and bright. I’m also picking up a good dose of warming peat smoke; along with molasses; and a gentle maltiness throughout. A peppering of subtle brine and a hint of seaweed peak through occasionally; reminding one of its Islay roots. 
",87,1
1017,It’s only right that the first single malt scotch given a period of time (3 years in this case) in Japanese oak (mizunara) casks is from Beam Suntory-owned Bowmore. It’s a fascinating mix of the vanilla; spice; and incense notes of mizunara and Bowmore’s distillery characteristics. You get rich peat; black pepper; apricot; and peach all playing alongside each other. The palate is clean and lighter than the nose suggests; with a fresh zestiness before the smoke leans back in.,87,1
1016,Last year’s was a top-notch; defiantly sherried example of Bowmore. This year’s batch thrusts equally boldly; but starts in a more Japanese-accented fashion: think soy; miso paste; and salmon teriyaki. Light leather; with hickory campfire smoke coming through strongly. The big; oily; tarry palate is like a spent barbecue with a hint of skidding car tires on Bowmore High Street. So; still a belter; but why so limited? Beam Suntory; please sort it out! (6;000 bottles) £60,87,1
1015,Medium-bodied and nicely textured. Good balance of flavors -- and well-integrated; too -- with lovely sweet notes (cereal grain; cookie dough; caramel; and vanilla cream); young heathery peat; tar; fishnets; and brine that is complementary; but not aggressive; with a suggestion of lavender and tangerine. Balanced finish. (332 bottles produced.),87,1
1014,"Matured in a port pipe. The third in a trilogy (the other two being bourbon and sherry cask-aged). I like this one better than the sherry cask 1990 vintage; but not quite as much as the bourbon cask bottling which was in our Top Ten whiskies two years ago. Lovely amber ruby color. The port flavors are obvious; but not sappy or dominating. They’re clean; and contribute a layered sweetness and ripe red berry fruit notes to the traditional; moderately peated Bowmore smoke and peat. Lingering smoke and chocolate on the finish. 
",87,1
1013,Samsara’s (reviewed winter 2016) younger sibling Adela presents an altogether different profile; having been matured in oloroso casks. Like Samsara; it has not been chill filtered. The nose is nutty; with quite dry sherry notes and prickly spice. Finally; fragrant toffee emerges. Very supple in the mouth; where the sherry becomes sweeter; along with black currants; licorice; and then black pepper. The finish is medium in length; dry; and peppery.,87,1
1012,"Bright gold color; and bright in flavor. Very much in the Bladnoch style; with honey-kissed lemon; tangerine; kiwi; creamy vanilla; lightly toasted marshmallow; marzipan; cut grass; and hay. Richly textured for a Lowland; and palate-coating (a tad oily; too!). The extra years have added some depth; while still retaining a youthful zest. Very enjoyable.
",87,1
1011,The latest version of the first certified organic Scotch whisky is a creamy malt that has lashings of vanilla; banana peel; and pecan pie aromas. Smooth; malty flavors abound. Banoffee pie topped with sliced banana; apple; nectarine; and ripe peach; with a good flare of peppery spices. Fuzzy; earthy spice; then an outro of sweet fudge. With water; more green fruit; melon; tropical fruits; and a little chili kick emerge.,87,1
1010,This vintage Benromach has been finished in Sassicaia wine casks from the Bolgheri wine region of Italy after maturation in first-fill bourbon barrels. Red currants and warm peat; ginger; and vanilla on the nose. Initially; juicy fruit on the palate; but soon drier than expected from the nose. Dark berry fruits and subtle smoke develop. Relatively long in the finish; with gentle spices. Ultimately; sweeter soft fruit notes return. (8;000 bottles),87,1
1025,"The Islay character is most evident in the younger whisky expressions; before the oak has tamed them. This whisky is a perfect example: an uninhibited; incredibly powerful Caol Ila; thumping out notes of tarry rope; damp peat; kippers; and seaweed. Background spices (salt; pepper; ginger) add intrigue; while a firm foundation of vanilla malt struggles to provide soothing comfort. Extreme Islay whisky. (A Binny’s Beverage Depot exclusive.) 
",87,1
1009,The aim with Benromach was always to rediscover an older Speyside style; and this shows how well owner Gordon & MacPhail has succeeded. There’s a profound sherried introduction; just a little malt; then it is all fruitcakes and light smoke. The palate is properly old-style and oily; with some pleasing zingy orange peel toward the back of the palate. Chewy and medium-bodied with good layering.,87,1
1026,Bright fruit throughout (red raspberry; strawberry-rhubarb pie; gooseberry; red currant; nectarine); honeyed malt; dark chocolate; tarry rope; seaweed soaked in olive brine; and ground pepper. Tarry finish. Nicely balanced; well-defined flavors; and fully mature at 10 years of age.,87,1
1028,Restrained; ozonic; with no great smokiness to open; but there is a touch of green grass behind meadow flowers and salt-washed stones so typical of the distillery. With water another marker—drying fishing nets—comes through; with breaths of the sea. Subtle and refined. More smoke on the palate; where it’s like a flowering currant bush on fire. Great balance of different elements: smoke; fragrance; oil; acidity. With water; real saltiness comes through. Very good. £99,87,1
1043,A release chosen by Douglas Maclean (and named after his song “Caledonia”). Full sherry impact; but contained—not excessive or sappy. Rich; with nutty toffee; pot still rum; a variety of raisins (regular and golden); date; honeyed fruit; polished leather; and a hint of tobacco. Good resinous grip on the finish to balance the sweetness. The flavors are nicely integrated. ,87,1
1042,"Gold color. Aromas of toffee; nuts; and a hint of mint. Medium in body; with a malty; coating texture. The flavors evolve on the palate; with toffee up front; malty sweetness in the middle and nutty; finishing pleasantly dry with a hint of mint and vanilla. 
",87,1
1041,Distilled in 1997 and bottled in 2014; this expression of Dalwhinnie spent a period finishing in oloroso sherry casks. The nose offers honey; ripe oranges; peach blossom; and creamy milk chocolate; with just a wisp of smoke. Full-bodied and sweet on the palate; with orange zest; walnuts; more honey; and fruit spices. The finish is long and warming; with a hint of peat and spicy oak.,87,1
1040,Equally honeyed; in fact here the finish (oloroso this time) seems to enhance the sweetness. Out comes Manuka honey; Greek yogurt; and heavy blossom notes while the sherry itself brings in a nutty; polished note. There’s just a hint of sulfur when you add water (Dalwhinnie is a sulfury new make). The finish is long with some Brazil nut. Try frozen with dessert.,87,1
1039,"Style: Highland single malt scotch Color: Gold Aroma: Quite fruity (especially apples). Hint of honey and caramel with subtle background oak. Prickling alcohol before the addition of water. Palate: Smooth and mouth-coating. Nicely balanced. Delicately honeyed fruit notes up from; followed by oak and toffee; becoming dry and spicy with pleasant lingering oak. 
",87,1
1038,The Dalmore has added a new expression to its Travel Retail portfolio; namely Valour. This variant carries no age statement and maturation began in first-fill bourbon casks and 30 year old Matusalem oloroso sherry butts before undergoing a finishing period in port pipes. The result is a nose of black currants; caramel; and musty sherry. The palate is medium-sweet; with damsons; Jaffa oranges; and printer’s ink. Dark berries emerge in time. The finish embraces drying spices; figs; and mildly astringent oak. ,87,1
1037,Comprising 100 percent whisky matured in oloroso sherry casks; the Tay Dram is fresh and vibrant on the nose; with fruit and toffee. Fuller bodied than the Tweed or Dee Drams; with more overt evidence of sherry; followed through by honey; almonds; coffee; and toffee. Dark chocolate is to the fore in the lengthy finish — this time closer to chocolate orange confectionery. £42 Currently not available in the U.S.,87,1
1036,Aged in American oak for 14 years and then finished off in Spanish sherry butts for several more. A rich; lush; sherried Dalmore expression. Fruity notes of succulent orange; strawberry rhubarb tart; and sultana; on a bed of toffee and vanilla. A peppering of cinnamon; lemon rock candy; chocolate-covered coffee bean; and lavender adds complexity. Perhaps a little heavy-handed with the sherry; but still; it’s a solid effort and a Dalmore to enjoy after dinner or as a nightcap. ,87,1
1035,This oft-overlooked Speysider has been frustratingly variable in the past; but now seems to have hit greater consistency. Worm tubs and weird stills combine to give a complex malt; but one that needs help from oak to blossom fully. There are hedgerow aromas: black currant leaf; hawthorn berries; and lots of honey. A chestnut note continues on the tongue where; on the finish; a hint of smoke lurks. ,87,1
1034,"Matured in port casks. The standard Cragganmore 12 year old is one of Scotland’s best kept secrets-I enjoy its incredibly complex; dry; spicy character. The port contributes ripe fruit flavors (cherries in syrup; golden raisins; mandarin; glazed berries) which complements the dry spicy notes nicely and makes for a more balanced product. Still; for this; the whisky sacrifices some of its individuality and brilliancy with all that port. A fair trade-off; though. 
",87,1
1033,The latest Wemyss single cask release of Clynelish from the distillery at Brora in Sutherland runs to 258 bottles and has been matured in a hogshead. Freshly-sliced green apples on the nose; slightly peppery; with grated nutmeg and salted caramels. Relatively full-bodied; with lots of soft fruit; principally Jaffa oranges; and sweet spice. Spicy caramel and cocoa powder in the slowly drying; medium-length finish. £75,87,1
1032,This 15 year old bottling of Diageo’s Sutherland single malt comes courtesy of The Creative Whisky Co.; whose Exclusive Malts range of single cask; cask strength Scotch malt whiskies has recently been imported into the U.S. Fleeting burnt sugar on the nose; then mango and brittle toffee. Vanilla emerges; with slightly smoky malt. Finally; cloves. Mouth-coating; with lively spices; fruit and nut milk chocolate on the palate. Relatively long in the finish; with ginger snaps and a wax-like texture.,87,1
1031,Refill sherry hogsheads have been used to mature the latest Gordon & MacPhail bottling of Clynelish; the most northerly distillery in Diageo’s portfolio. Initially quite earthy on the nose; with mustard seeds; pepper; and contrasting malt. Becoming progressively sweeter and less complex. Quite oily in texture; the earthiness carries over from the nose onto the palate; then sweet fruit notes; malt; and spice emerge; plus a delicate thread of smoke. The finish dries slowly; with a hint of peat.,87,1
1030,"It’s good to see an official distillery bottling of Clynelish in the U.S. This one is very true to the Clynelish style: fresh; appetizing; and very drinkable. Notes of brine; fruit (lemon-lime); and vanilla-accented malt; are the foundation of this whisky. Delicate seaweed; peat; exotic pepper and a hint of citrus rind bitterness entertain the palate throughout; all the way to its appetizingly briny; seaweed-tinged finish. Perhaps the definitive aperitif whisky. 
",87,1
1029,The now-annual unpeated release shows its high strength on the nose; but under the burn is a clean; mineral; and slightly lean Caol Ila with just a tiny whiff of smoke. A mix of grassiness/herbal notes; with delicate white fruits that plump out into tinned fruit salad; gooseberry; and fresh pineapple. The palate is sweet and cake-like; while the heat enhances its salty tang. Delightful; sweet; and long. (10;668 bottles),87,1
1027,With no great wood on show; this is a Caol Ila which is time—not oak—driven. A very scented; nay herbal start; like bouquet garni with light smoke; grapefruit; sea-washed stones; ozone; and heather blossom. The retention of aromatics is gorgeous. Water increases the peat effect but diminishes the aromatics; so take your choice. Well worth a look.,87,1
1044,Edradour; in Perthshire; is owned by independent bottler Signatory; who has released a wide variety of expressions during the past few years. However; the standard 12 year old remains a classic of its kind.  Cider apples; malt; almonds; vanilla; and honey on the nose; along with a hint of smoke and sherry. The palate is creamy and malty; with a persistent nuttiness and quite pronounced sherry; plus a touch of leather. Spices and sherry dominate the medium to long finish. ,87,1
1008,Introduced in 2004; Curiositas was the first peated expression to be marketed by BenRiach. It has been peated to 55ppm and matured in bourbon casks. Mildly medicinal earthy peat on the nose; hot road tar; honey; and light tropical fruit aromas. Iodine and smoky peat on the palate; with mineral notes; dried fruits; allspice; and oak. More oak in the medium-length finish; with peanut and peppery peat.,87,1
1006,"The most richly textured and complex of the unpeated expressions. Base notes of honeyed malt and creamy vanilla are complemented by citrus fruit (lemon; tangerine); coconut; bitter chocolate; exotic wood shavings; and a hint of assorted nuts. Polished oak finish. 
",87,1
985,Independent releases of the Perthshire single malt Aberfeldy are relatively rare; and the first batch of That Boutique-y Whisky Company’s no age statement Aberfeldy runs to 155 numbered bottles. The nose features coconut ice; vanilla; malt; candied peel; and ginger. Good mouthfeel; with more malt; ginger-nut biscuits; icing sugar; and milk chocolate. The finish is drying; with oak and black pepper. £65/500 ml,87,1
984,"A prime component in Dewar’s blended scotch. The finer bottles of Aberfeldy are quite flavorful; yet still maintain a degree of elegance and finesse. This bottling is an excellent example of this. Its dominant flavor note is fruit (orange; honeydew melon); with some creamy vanilla notes; caramel; and light toffee. Subtle spice notes and a hint of peat tease the palate. The extra aging adds depth to the whisky; yet this whisky remains quite clean and fresh on the palate. Subtly spicy; gently dry finish. Nicely done! (Exclusive to Binny’s Beverage Depot; Chicago; IL.) 
",87,1
983,Matured in a mix of bourbon and sherry casks. It offers a nose redolent of Christmas pudding: figs; sultanas; orange; honey; and cream. Smooth on the palate with sweet spicy sherry; orchard fruits; and caramel. Raisins and plain chocolate in the lingering finish; with Jaffa orange notes to the end.,87,1
982,A charmingly sweet nose with Christmas cake; swollen raisin; dates; sticky toffee pudding; walnut; nutmeg; and gentle spices confirm the presence of the oloroso cask at work. An oily texture; with butterscotch; tangy peel; and mandarin; becoming darker and nutty; with sultana and plum skin shading into menthol and streaks of bitterness. Finally; Brazil nut; macadamia; and clove; with a hot; dry; nutty finish. (771 bottles),87,1
981,Chivas's new entry into the premium blend category. A complex whisky (on the nose and palate) in the same vein as Chivas 18; only deeper; with more caramelized sweetness; darker fruit; and greater emphasis on dried spices and roasted nuts (and perhaps even tobacco). Everything moves along nicely -- and entertainingly -- until the whisky approaches the finish on the palate. Its age begins to show; as spicy oak dryness and suggestions of polished leather begin to dominate through to the finish. An enjoyable whisky; but I prefer the 18 year old to the 25 year old for its impeccable balance.,87,1
980,Blender Aimée Gibson set out to make a sundowner scotch by incorporating whiskies matured in wine casks. The blueberry; blackcurrant; and fresh oak aromas continue on to the palate: fruit compote; raspberry; strawberry; and lingonberry with light spices. A late resurgence of dark toffee; chocolate; and cigar smoke blow into the finish. Sip away by all means; but this fruity sensation calls to be served up in long; cool drinks.,87,1
979,"An example that older; more expensive isn’t always better; this 18 year old gem is as good as many blends twice its price. The foundation of Johnnie Walker Gold is delicate; clean; and honeyed; along with a fresh sea character (from Clynelish?) that provides a youthful zing. Notes of vanilla; shortbread; tropical fruit; freshly cut hay; marshmallow; and even a hit of peat; round out the palate. Its finish is subtly complex and nicely balanced. The blend has improved nicely over the past several years. 
",87,1
978,Just eight whiskies in the blend; married and finished in first fill Spanish sherry and bourbon casks. An insistent nose; crackling with spices; with toasted Eccles cake anointed with grated nutmeg; vanilla extract; cassia; and dark soy sauce. Light honey and vanilla; tangerine oils; and lime peel exhibit perfectly-paced development; with flavor building over a minute or more. Warming ginger; spices; and tropical fruits of guava and papaya close out this first annual special edition. Impressive work.,87,1
977,Bottled as London's Big Ben began to strike midnight on the day that the word 'vatted' was outlawed in Scotch whisky terminology; this is a mix of grains from different distilleries and does the campaign for more Scotch grain whisky no harm at all.  Gossamer soft and smooth with a honeycomb heart and milk chocolate; vanilla; and the odd prod of spice; it's a cushion of a whisky. Luxurious; indulgent; and well made. £125 ,87,1
976,Gold color. Delicate aromas of tropical fruits (coconut; pineapple; mango); marshmallow and vanilla. Light in body; with delicate exotic flavors that deliver what the aroma promises. Soft; gentle; delicately creamy finish.,87,1
975,Great King Street was our Blend of the Year two years ago and Compass Box wondered where to take it next. So they have released two versions; asking customers to decide between them by voting online. The other one is peated and will probably win easily; which is a shame; because this is a more subtle and better whisky. Sherry; syrup; honey; apple; and sultanas are all here; but nuanced. Delightful. £30,87,1
974,This is a special bottling for London department store Selfridge's; but it represents a clever strategy by artisan Compass Box to set its own agenda by regionalizing its whiskies. This is a long way from the New York blend—indeed; creamier and sweeter than other recent releases. It has a honey heart; traces of cinnamon; and menthol in the mix; plus wispy smoke. There's some spice and peat late on; but in relatively subdued form. Very pleasant. £85,87,1
973,This torchbearer for the Compass Box Scotch Whisky Transparency campaign is looking for your support. A fruit medley of lemon; lime; gooseberry cream; and soft pineapple chunks. Ripe apple and pear from the orchard are given a fresh; spicy lift and integrate with the vanilla and sweet toffee notes. It makes a clean exit with lengthy spices and juiciness; never becoming bitter. One thing is clear; it’s a finely structured dram worthy of your vote. (5;922 bottles),87,1
972,"There appears to be a concerted effort to bring this distillery out of the shadows: A Good Thing in my opinion. This limited
release is very Cardhu; with masses of mandarin; dried peach; and honey; reminiscent of a fine oxidized Chinese Phoenix Oolong tea; while still retaining the effervescent buzz of youth. Akin to a fine Cuban rum on the tongue; with bittersweet chocolate; dark cherry; and tangy; spicy life; it dies a little quickly; but is a lovely dram. £160",87,1
1122,"Deep on the nose and palate; with notes of dark rum; dried fruit; roasted nuts; dark chocolate; cinnamon; polished leather; charcoal; and a suggestion of peat.  Dry; resinous finish.  Bonus points for intrigue.
",87,1
986,Maybe not as massive as its higher-strength brother (see above); but don’t think that this is light. There’s immediate grumbling peatiness; mixed with dark chocolate; lanolin; and tamarind; while the spiciness brings to mind tandoori food. There’s still the seaweed element; while the lower strength pulls things into a darker core—coal tar soap; damp moss. A very oily palate; that with water takes you onto the peat bog. Seashells on a fire and more smoke round things off.,87,1
1007,This bottling replaces the 15 year old Tawny Port Wood Finish. After first maturating in bourbon barrels; finishing took place in tawny port casks. The nose offers vanilla and milky coffee; with peppery red berries and a hint of plain chocolate. Vanilla; toffee; orange; and spicy oak on the palate; while the finish is long and warming; with more spicy oak. £110,87,1
987,A single cask of Ardmore aged in a first-fill bourbon cask and then finished in quarter casks. This one is more mature; with more depth than the standard Ardmore Traditional Cask (which I rated 80 a few years back). Notes of toffee; vanilla bean; chocolate fudge; licorice stick; bourbon; tar; charcoal; and a hint of burnt raisin. Very nice! (A Julio’s Liquors Exclusive.) ,87,1
989,The latest limited release in the Icons of Arran series was distilled in 1999 and matured in fourteen ex-bourbon barrels and seven sherry hogsheads. Initially launched in the UK; but global availability is anticipated. A sprinkling of coconut; vanilla; and spices; with pears; melons; and pineapple on the nose. Full and fruity on the palate; becoming maltier and nuttier. Sweet spices; especially stem ginger; and a hint of honey. Drying slowly in the very spicy finish (6;000 bottles). £42,87,1
1005,"It’s very exciting to see a peated Speyside whisky; they are so rare these days. Ideally; the peat smoke will add an additional dimension to the whisky without dominating the whisky’s other flavors. Most Speysiders are big enough to embrace the smoke; as is the case with this expression of BenRiach. The turfy peat smoke is offset nicely by layers of sweetness (oatcakes; butterscotch; vanilla; and honeyed malt) and soft fruit. Dry; smoking ember finish. A steep price for a 10 year old whisky-whisky prices have been climbing faster than real estate lately-but this whisky is worth its price. 
",87,1
1004,"Leafy bonfire smoke; damp kiln; tar; anise; dark chocolate; and a hint of clove. All this is balanced by an underlying malty foundation and a kiss of honey; vanilla; and tropical fruit. Nice to see single cask; cask strength bottlings of peated BenRiach. (Exclusive to The Party Source.) 
",87,1
1003,This single cask 17 year old expression of Ben Nevis was matured in a sherry butt which yielded 747 bottles. It appears in Carn Mor’s “Strictly Limited” series of releases and has not been chill filtered. The bold nose opens with slightly savory notes and hard-boiled eggs. Sherry; malt; and figs subsequently develop. Quite full-bodied; with rich Jaffa orange and developing plain chocolate on the palate. More dark chocolate and a suggestion of fennel in the medium-length finish. £55,87,1
1002,"Very robust and chewy-this whisky has plenty of gusto-with notes of toffee; vanilla cream; bitter chocolate; powdered cocoa; and almond fig cake. Background citrus (especially on the nose); tobacco; and polished leather. Nice depth for such a young whisky; and very exciting. 
",87,1
1001,"Very traditional West Highland style: somewhat rustic; muscular; and oily in texture; with notes of leather; bourbon; espresso; orange peel; kiwi; and a suggestion of ultra-aged Caribbean rum. Occasionally; a softer side of vanilla and coconut shows itself; but; if this whiskey were a man; he would be a lumberjack. 
",87,1
1000,This was aged in a refill American oak hogshead; as was the 1981 expression. Like that variant; it has pineapple and lemon on the nose and also yields milk chocolate; green apples; and fresh-sawn wood. Smooth; full; and sweet on the palate; again with very ripe tropical fruits; plus apple pie. The finish is medium in length; quite austere.,87,1
999,After the 68’s quiet nature; we reach Balvenie in fully mature; robust character—well; as robust as Balvenie ever gets. That means more cask-derived notes of vanilla ice; butterscotch; crème brûlée; and a jag of citrus bringing you to your senses. There’s squidgy caramel toffee and the honey is now fixed in the comb adding that distinct waxiness of old; gently matured whisky. The biggest and sweetest of the series. Excellent.,87,1
998,Launched in December 2015; the first release of Balblair’s Vintage 2005 replaces the previous 2003 expression. This is the youngest bottling in the brand’s portfolio. It was matured in bourbon barrels and is non-chill filtered. The nose is relatively light and fruity: vanilla; ripe bananas; honey; a wisp of smoke; and soft spices.  Toffee; malt; vanilla; a biscuit-like note; more bananas; and new leather on the palate; closing with a lengthy; spicy finish.,87,1
997,Balblair Vintage 2003 replaces the previous 2002 expression; matured in second-fill bourbon barrels; with the contents of eighteen making up this first release. Tinned peaches and apricot jam on the nose; with underlying honey and caramel. Early malt; then zesty lemon notes on the palate; which also features freshly-cut grass and hazelnuts. The medium-length finish yields white pepper and cocoa powder.,87,1
995,This is the second batch of Silveroak 1990 from Auchentoshan; and it has benefited from an extra year of maturation in bourbon and oloroso sherry casks. The 22 year old is exclusive to Travel Retail outlets. Notably floral on the nose; with fudge; banana; ginger; and attractive oak. On the palate it delivers vanilla; apricots; apples; more ginger; and oak. The finish is long and spicy; with dark coffee notes and a hint of menthol. Greater complexity than its predecessor.,87,1
994,The latest triple distilled bottling from the Lowland distillery of Auchentoshan has been matured for 35 years in bourbon casks and is presented non-chill filtered and at cask strength. Just 500 bottles are available globally. Apple crumble and custard on the nose; with developing cereal notes. Smooth and enticing. Spice; fresh fruits; honey; and marzipan on the buttery palate; which ultimately becomes drier. The finish is long and discreetly drying; with spices; malted barley; and a citrus tang in the tail.Price is approximate.,87,1
993,This 1977 ‘house’ vintage expression has been matured for 32 years in oloroso sherry casks. Just 240 bottles have been produced. Delicate; sweet; and floral on the nose; with old leather; caramel; vanilla; and malt. The caramel deepens with time. The palate is initially sweet; smooth; and malty; with pear drops; becoming nuttier; with soft oak in the medium-length finish. £370 Currently not available in the U.S. ,87,1
992,A limited edition of 12;000 bottles; this expression from Arran was initially matured in first-fill bourbon barrels before a secondary period of aging in American oak quarter casks; which accelerated maturation. A big hit of tinned peaches; then malt; cinnamon; vanilla; and caramel. Sweet and rounded on the palate; with lots of fresh fruit; notably pineapple; plus caramel; chili; and ginger. Relatively long in the fruity finish; with brittle toffee; new oak; and persistent spice. £55,87,1
991,The ancient variety of barley known as bere that was used to make this Arran single malt was grown on Orkney and distilled in 2004. It was matured for eight years in bourbon barrels; and 5;800 bottles have been released. Very fruity on the nose; principally peaches; with vanilla and fudge; something slightly herbal; wet grass; and finally homemade lemonade. Oily mouthfeel; with fresh oak; cloves; and wild berries. An atypical Arran! The finish is drying and moreish.  £48,87,1
990,This U.S.-exclusive Premium Bourbon Single cask #2096 contrasts nicely with its sherry cask-matured sibling; and offers vanilla; cocoa powder; malt extract; ripe bananas; and spicy sultanas on the nose. The palate is smooth and spicy; with ginger snaps and developing butteriness. The finish is medium to long; with chili notes and citrus fruits at the last. ,87,1
988,Complex; dynamic; and well-balanced. Honeyed vanilla; bright fruit (lemon; tangerine; nectarine); sultana; green grapes; and banana bread; peppered with ginger and subtle; gripping grape skin. Great mouth-feel (from the oak); which adds another dimension. That’s what 46% and no chill-filtering will do for a whisky. One of the better Arran whiskies I’ve tasted. (Released in 2009. Sadly not available in the U.S.)£38,87,1
1045,Matured in a “rejuvenated European oak” cask. Balance: that’s what I like best about this whisky. It’s not as individualistic or distinctive as the others; but that’s how I always think of Glen Elgin; so no surprise here. This is a solid effort: fruity and flowery; with notes of tangerine; marmalade; caramel apple; ginger; cut grass; cinnamon; almond paste; and underlying vanilla; lingering in a satisfying finish. (534 bottles) £250,87,1
996,Balblair has followed up the first release of its 1975 vintage bottling with a second; which differs significantly in character; having been matured in American oak sherry casks; whereas the initial release had been aged in Spanish oak sherry casks. Floral; mellow; and slightly oily on the nose; with a savory background and ready-salted crisps. Silky smooth on the palate; with citrus fruit; a hint of wood smoke; coconut; and honey. The finish is spicy; with aniseed and oak.,87,1
1047,"Amber chestnut color. Aromas are rich and express great depth; with highlights of ripe fruit and wood spices. Well-rounded flavors are balanced very nicely; with a gentle sweetness up front that marries well with ripe fruit; becoming dry with background wood spice notes. 
",87,1
1101,Gordon & MacPhail bottled a 21 year old expression from Scotland’s northernmost mainland distillery for the U.S. market earlier this year. Sweet on the nose; with honey and vanilla; fleetingly; stewed apricots and peaches; plus a hint of caramel. Intensely focused; sweet tropical fruits on the palate; with barley sugar. Becoming nuttier; with an edge of mixed spices. Spice fading to milk chocolate in the medium-length finish; with just a suggestion of brine. ,87,1
1100,Scotland’s northernmost mainland distillery; located in the historic port of Wick; is owned by Inver House. The ‘entry level’ 12 year old expression is widely available. The nose presents pleasingly fresh malt and floral notes; with a touch of pine. The palate offers a fuller bodied; sweeter whisky than the nose might lead one to expect; with more malt; spices; fresh fruit; and a suggestion of salt. The finish is medium in length; drying; and decidedly nutty.,87,1
1099,Pleasingly sweet and fruity; with notes of caramel apples; berries in honey; vanilla; and ripe pear. Fresh brine and subtle mint emerge occasionally and linger on the finish. Nicely balanced; more complex with a wider range of flavors than the Old Pulteney 21 year old. ,87,1
1098,"Straw gold color. Very mature aromas of oak and citrus; with a hint of smoke; dry vanilla; floral and spice notes. Flavors are very mature and fairly dry throughout; mirroring the aroma’s dominant oaky vanilla notes; with citrus; and subtle smoke. Long; lingering finish. 
",87,1
1097,Along with Auchroisk; Mannochmore is one of Diageo’s well-kept secrets. This 1990 distillate was matured in first-fill American oak hogsheads and European oak butts. Oily orange notes on the nose; plus vanilla; brittle toffee; and honey. The palate is substantial; rich; and sweet; with figs; sultanas; banana; and more honey; plus developing cloves. Raisins and plain chocolate in the long; spicy finish. Diageo Special Releases 2016 bottling. (3;954 bottles),87,1
1096,People tend to moan about Macallan having lost its mojo. Not here. This is a vatting of different sized American and (mostly) European oak casks; so no surprise that it’s oak-led; but Macallan is a heavy distillate and it needs oak to prosper fully. Here you get rosin; marmalade; green fig jam; and the power of concentrated oils. The palate is powerful and supple; with some clove; ginger; and yet more chocolate. Substantial and well worth checking out.,87,1
1095,A vatting of sherry casks from (apparently) royally significant dates with an outturn of 2012 (get it?) bottles. Auburn in color; it has a fruit compote nose mixed with citrus; and a little hint of gravy browning in the background. This mix of the exotic—oil of clove on the tongue; the sweet and light grip—makes for a very intriguing; concentrated; and layered palate. Think of Turkish Delight and crystallized ginger. Try the distillery shop for stock. £350,87,1
1094,Amber mahogany color. Its 50 years of age are evident in the nose-there's plenty of resinous wood spice notes (especially clove). Also on the nose is citrus (especially orange); a potpourri of dried fruit; light toffee; and a hint of smoked nuts. The body is thick and viscous. The palate expresses flavors similar to its aroma; finishing dry and long.,87,1
1093,Longmorn always has this fruitcake thing going on and this is no exception. A sherry hoggie  helped provide sultana; cake mix; grilled almond; rhubarb puree; and a little cigar box. The palate is very fruity; with light Darjeeling-like tannins; then red fruits. It becomes nuttier as it moves and needs water to add ripeness to the stone fruit base. Highly recommended and extremely well priced. £80,87,1
1092,The latest incarnation of Springbank’s Longrow Red matured for 11 years in port casks before being bottled at cask strength. The nose is sweet; with cherries; caramel; new leather; chewing tobacco; and soft peat. Voluptuous in the mouth; with a palate of rich peat; summer berries; and toffee apples; with growing spice notes; and light oak. Lengthy in the finish; with cinnamon; peat; sweet oak; and red berries.,87,1
1091,The combination of Linkwood and sherry cask can be to the detriment of such a perfumed whisky. Not here. The nose speaks of caramel toffee; demerara sugar; and while an oaky touch is there it’s light; allowing plump sultanas; rose; and a delightful balsamic cider vinegar note to emerge. The palate is relaxed and gentle; with darker fruits. There’s sufficient body to cope with the tannic squeeze. It needs water to reach ideal balance. Lovely. £65,87,1
